PassengerId,Survived,fSex,fEmbarked,Pclass,Age,SibSp,Parch,Fare,name_title,name_word_length,name_char_length,cabin_first_letter,ticket_category
403,0,female,S,3,21,1,0,9.825,Miss.,3,15,n,digit
404,0,male,S,3,28,1,0,15.85,Mr.,3,23,n,STON/O2
405,0,female,S,3,20,0,0,8.6625,Miss.,2,15,n,digit
406,0,male,S,2,34,1,0,21,Mr.,2,12,n,digit
407,0,male,S,3,51,0,0,7.75,Mr.,3,25,n,digit
408,1,male,S,2,3,1,1,18.75,Master.,3,19,n,digit
409,0,male,S,3,21,0,0,7.775,Mr.,4,25,n,digit
410,0,female,S,3,29,3,1,25.4667,Miss.,2,10,n,digit
411,0,male,S,3,45,0,0,7.8958,Mr.,2,12,n,digit
412,0,male,Q,3,46,0,0,6.8583,Mr.,2,9,n,digit
413,1,female,Q,1,33,1,0,90,Miss.,3,13,C,digit
414,0,male,S,2,24,0,0,0,Mr.,3,23,n,digit
415,1,male,S,3,44,0,0,7.925,Mr.,3,18,n,STON/O 2
416,0,female,S,3,32,0,0,8.05,Mrs.,3,10,n,digit
417,1,female,S,2,34,1,1,32.5,Mrs.,4,15,n,digit
418,1,female,S,2,18,0,2,13,Miss.,3,20,n,digit
419,0,male,S,2,30,0,0,13,Mr.,3,19,n,digit
420,0,female,S,3,10,0,2,24.15,Miss.,3,16,n,digit
421,0,male,C,3,29,0,0,7.8958,Mr.,2,16,n,digit
422,0,male,Q,3,21,0,0,7.7333,Mr.,2,13,n,A/5
423,0,male,S,3,29,0,0,7.875,Mr.,2,12,n,digit
424,0,female,S,3,28,1,1,14.4,Mrs.,4,18,n,digit
425,0,male,S,3,18,1,1,20.2125,Mr.,3,20,n,digit
426,0,male,S,3,35,0,0,7.25,Mr.,2,16,n,A/4
427,1,female,S,2,28,1,0,26,Mrs.,4,14,n,digit
428,1,female,S,2,19,0,0,26,Miss.,4,20,n,digit
429,0,male,Q,3,34,0,0,7.75,Mr.,2,10,n,digit
430,1,male,S,3,32,0,0,8.05,Mr.,3,11,E,SOTON/OQ
431,1,male,S,1,28,0,0,26.55,Mr.,3,34,C,digit
432,1,female,S,3,31,1,0,16.1,Mrs.,3,20,n,digit
433,1,female,S,2,42,1,0,26,Mrs.,4,21,n,other
434,0,male,S,3,17,0,0,7.125,Mr.,3,19,n,STON/O 2
435,0,male,S,1,50,1,0,55.9,Mr.,3,18,E,digit
436,1,female,S,1,14,1,2,120,Miss.,3,16,B,digit
437,0,female,S,3,21,2,2,34.375,Miss.,4,26,n,W/C
438,1,female,S,2,24,2,3,18.75,Mrs.,3,14,n,digit
439,0,male,S,1,64,1,4,263,Mr.,2,11,C,digit
440,0,male,S,2,31,0,0,10.5,Mr.,4,30,n,CA
441,1,female,S,2,45,1,1,26.25,Mrs.,3,12,n,FCC
442,0,male,S,3,20,0,0,9.5,Mr.,2,9,n,digit
443,0,male,S,3,25,1,0,7.775,Mr.,3,18,n,digit
444,1,female,S,2,28,0,0,13,Miss.,2,19,n,digit
445,1,male,S,3,24,0,0,8.1125,Mr.,2,27,n,digit
446,1,male,S,1,4,0,2,81.8583,Master.,2,15,o,digit
447,1,female,S,2,13,0,1,19.5,Miss.,3,24,n,digit
448,1,male,S,1,34,0,0,26.55,Mr.,3,20,n,digit
449,1,female,C,3,5,2,1,19.2583,Miss.,3,21,n,digit
450,1,male,S,1,52,0,0,30.5,Military,3,20,C,digit
451,0,male,S,2,36,1,2,27.75,Mr.,3,14,n,CA
452,0,male,S,3,26,1,0,19.9667,Mr.,4,23,n,digit
453,0,male,C,1,30,0,0,27.75,Mr.,3,24,C,digit
454,1,male,C,1,49,1,0,89.1042,Mr.,3,17,C,digit
455,0,male,S,3,35,0,0,8.05,Mr.,2,13,n,A/5
456,1,male,C,3,29,0,0,7.8958,Mr.,2,12,n,digit
457,0,male,S,1,65,0,0,26.55,Mr.,3,18,E,digit
458,1,female,S,1,51,1,0,51.8625,Mrs.,4,16,D,digit
459,1,female,S,2,50,0,0,10.5,Miss.,2,11,n,FCC
460,0,male,Q,3,46,0,0,7.75,Mr.,2,15,n,digit
461,1,male,S,1,48,0,0,26.55,Mr.,2,13,E,digit
462,0,male,S,3,34,0,0,8.05,Mr.,2,13,n,digit
463,0,male,S,1,47,0,0,38.5,Mr.,3,10,E,digit
464,0,male,S,2,48,0,0,13,Mr.,3,21,n,digit
465,0,male,S,3,25,0,0,8.05,Mr.,2,12,n,other
466,0,male,S,3,38,0,0,7.05,Mr.,3,24,n,SOTON/OQ
467,0,male,S,2,21,0,0,0,Mr.,2,15,n,digit
468,0,male,S,1,56,0,0,26.55,Mr.,3,19,n,digit
469,0,male,Q,3,24,0,0,7.725,Mr.,2,12,n,digit
470,1,female,C,3,0.75,2,1,19.2583,Miss.,3,20,n,digit
471,0,male,S,3,35,0,0,7.25,Mr.,2,11,n,digit
472,0,male,S,3,38,0,0,8.6625,Mr.,2,9,n,digit
473,1,female,S,2,33,1,2,27.75,Mrs.,4,14,n,CA
474,1,female,C,2,23,0,0,13.7917,Mrs.,4,11,D,other
475,0,female,S,3,22,0,0,9.8375,Miss.,3,18,n,digit
476,0,male,S,1,36,0,0,52,Mr.,3,20,o,digit
477,0,male,S,2,34,1,0,21,Mr.,3,16,n,digit
478,0,male,S,3,29,1,0,7.0458,Mr.,3,18,n,digit
479,0,male,S,3,22,0,0,7.5208,Mr.,3,18,n,digit
480,1,female,S,3,2,0,1,12.2875,Miss.,3,15,n,digit
481,0,male,S,3,9,5,2,46.9,Master.,3,19,n,CA
482,0,male,S,2,40,0,0,0,Mr.,4,24,n,digit
483,0,male,S,3,50,0,0,8.05,Mr.,3,17,n,A/5
484,1,female,S,3,63,0,0,9.5875,Mrs.,2,7,n,digit
485,1,male,C,1,25,1,0,91.0792,Mr.,3,16,B,digit
486,0,female,S,3,23,3,1,25.4667,Miss.,2,14,n,digit
487,1,female,S,1,35,1,0,90,Mrs.,4,21,C,digit
488,0,male,C,1,58,0,0,29.7,Mr.,3,16,B,digit
489,0,male,S,3,30,0,0,8.05,Mr.,3,22,n,other
490,1,male,S,3,9,1,1,15.9,Master.,4,25,n,CA
491,0,male,S,3,25,1,0,19.9667,Mr.,4,28,n,digit
492,0,male,S,3,21,0,0,7.25,Mr.,2,13,n,SOTON/OQ
493,0,male,S,1,55,0,0,30.5,Mr.,3,19,C,digit
494,0,male,C,1,71,0,0,49.5042,Mr.,2,17,n,PC
495,0,male,S,3,21,0,0,8.05,Mr.,3,19,n,A/4
496,0,male,C,3,24,0,0,14.4583,Mr.,2,15,n,digit
497,1,female,C,1,54,1,0,78.2667,Miss.,3,21,D,digit
498,0,male,S,3,31,0,0,15.1,Mr.,3,24,n,CA
499,0,female,S,1,25,1,2,151.55,Mrs.,5,15,C,digit
500,0,male,S,3,24,0,0,7.7958,Mr.,2,12,n,digit
501,0,male,S,3,17,0,0,8.6625,Mr.,2,10,n,digit
502,0,female,Q,3,21,0,0,7.75,Miss.,2,11,n,digit
503,0,female,Q,3,50,0,0,7.6292,Miss.,3,21,n,digit
504,0,female,S,3,37,0,0,9.5875,Miss.,3,21,n,digit
505,1,female,S,1,16,0,0,86.5,Miss.,2,13,B,digit
506,0,male,C,1,18,1,0,108.9,Mr.,5,32,C,PC
507,1,female,S,2,33,0,2,26,Mrs.,4,21,n,digit
508,1,male,S,1,33,0,0,26.55,Mr.,3,13,n,digit
509,0,male,S,3,28,0,0,22.525,Mr.,3,17,n,C
510,1,male,S,3,26,0,0,56.4958,Mr.,2,8,n,digit
511,1,male,Q,3,29,0,0,7.75,Mr.,3,17,n,digit
512,0,male,S,3,24,0,0,8.05,Mr.,2,11,n,SOTON/OQ
513,1,male,S,1,36,0,0,26.2875,Mr.,3,18,E,PC
514,1,female,C,1,54,1,0,59.4,Mrs.,3,16,n,PC
515,0,male,S,3,24,0,0,7.4958,Mr.,2,11,n,digit
516,0,male,S,1,47,0,0,34.0208,Mr.,3,21,D,digit
517,1,female,S,2,34,0,0,10.5,Mrs.,2,6,o,CA
518,0,male,Q,3,28,0,0,24.15,Mr.,2,11,n,digit
519,1,female,S,2,36,1,0,26,Mrs.,4,13,n,digit
520,0,male,S,3,32,0,0,7.8958,Mr.,2,13,n,digit
521,1,female,S,1,30,0,0,93.5,Miss.,2,13,B,digit
522,0,male,S,3,22,0,0,7.8958,Mr.,2,9,n,digit
523,0,male,C,3,29,0,0,7.225,Mr.,2,12,n,digit
524,1,female,C,1,44,0,1,57.9792,Mrs.,4,18,B,digit
525,0,male,C,3,25,0,0,7.2292,Mr.,2,11,n,digit
526,0,male,Q,3,40.5,0,0,7.75,Mr.,2,12,n,digit
527,1,female,S,2,50,0,0,10.5,Miss.,2,12,n,W/C
528,0,male,S,1,39,0,0,221.7792,Mr.,2,12,C,PC
529,0,male,S,3,39,0,0,7.925,Mr.,3,18,n,digit
530,0,male,S,2,23,2,1,11.5,Mr.,3,20,n,digit
531,1,female,S,2,2,1,1,26,Miss.,3,15,n,digit
532,0,male,C,3,27,0,0,7.2292,Mr.,2,11,n,digit
533,0,male,C,3,17,1,1,7.2292,Mr.,3,13,n,digit
534,1,female,C,3,35,0,2,22.3583,Mrs.,3,14,n,digit
535,0,female,S,3,30,0,0,8.6625,Miss.,2,11,n,digit
536,1,female,S,2,7,0,2,26.25,Miss.,3,13,n,FCC
537,0,male,S,1,45,0,0,26.55,Military,3,23,B,digit
538,1,female,C,1,30,0,0,106.425,Miss.,2,11,n,PC
539,0,male,S,3,15,0,0,14.5,Mr.,3,17,n,digit
540,1,female,C,1,22,0,2,49.5,Miss.,3,25,B,digit
541,1,female,S,1,36,0,2,71,Miss.,3,14,B,other
542,0,female,S,3,9,4,2,31.275,Miss.,3,27,n,digit
543,0,female,S,3,11,4,2,31.275,Miss.,3,24,n,digit
544,1,male,S,2,32,1,0,26,Mr.,2,11,n,digit
545,0,male,C,1,50,1,0,106.425,Mr.,3,19,C,PC
546,0,male,S,1,64,0,0,26,Mr.,3,21,n,digit
547,1,female,S,2,19,1,0,26,Mrs.,3,11,n,digit
548,1,male,C,2,30,0,0,13.8625,Mr.,4,18,n,SC/PARIS
549,0,male,S,3,33,1,1,20.525,Mr.,3,18,n,digit
550,1,male,S,2,8,1,1,36.75,Master.,4,18,n,CA
551,1,male,C,1,17,0,2,110.8833,Mr.,4,19,C,digit
552,0,male,S,2,27,0,0,26,Mr.,4,19,n,digit
553,0,male,Q,3,34,0,0,7.8292,Mr.,2,14,n,digit
554,1,male,C,3,22,0,0,7.225,Mr.,3,10,n,digit
555,1,female,S,3,22,0,0,7.775,Miss.,2,10,n,digit
556,0,male,S,1,62,0,0,26.55,Mr.,2,12,n,digit
557,1,female,C,1,48,1,0,39.6,Nobility,3,10,o,digit
558,0,male,C,1,39,0,0,227.525,Mr.,2,13,n,PC
559,1,female,S,1,39,1,1,79.65,Mrs.,3,11,E,digit
560,1,female,S,3,36,1,0,17.4,Mrs.,5,28,n,digit
561,0,male,Q,3,18,0,0,7.75,Mr.,3,17,n,digit
562,0,male,S,3,40,0,0,7.8958,Mr.,2,11,n,digit
563,0,male,S,2,28,0,0,13.5,Mr.,3,19,n,digit
564,0,male,S,3,35,0,0,8.05,Mr.,2,11,n,SOTON/OQ
565,0,female,S,3,1,0,0,8.05,Miss.,2,8,n,SOTON/OQ
566,0,male,S,3,24,2,0,24.15,Mr.,3,13,n,A/4
567,0,male,S,3,19,0,0,7.8958,Mr.,2,14,n,digit
568,0,female,S,3,29,0,4,21.075,Mrs.,3,11,n,digit
569,0,male,C,3,29,0,0,7.2292,Mr.,2,13,n,digit
570,1,male,S,3,32,0,0,7.8542,Mr.,2,11,n,digit
571,1,male,S,2,62,0,0,10.5,Mr.,2,12,n,other
572,1,female,S,1,53,2,0,51.4792,Mrs.,4,18,C,digit
573,1,male,S,1,36,0,0,26.3875,Mr.,4,14,E,PC
574,1,female,Q,3,50,0,0,7.75,Miss.,2,9,n,digit
575,0,male,S,3,16,0,0,8.05,Mr.,4,20,n,A/4
576,0,male,S,3,19,0,0,14.5,Mr.,2,14,n,digit
577,1,female,S,2,34,0,0,13,Miss.,2,12,n,digit
578,1,female,S,1,39,1,0,55.9,Mrs.,4,18,E,digit
579,0,female,C,3,27,1,0,14.4583,Mrs.,3,11,n,digit
580,1,male,S,3,32,0,0,7.925,Mr.,2,13,n,STON/O 2
581,1,female,S,2,25,1,1,30,Miss.,3,18,n,digit
582,1,female,C,1,39,1,1,110.8833,Mrs.,4,17,C,digit
583,0,male,S,2,54,0,0,26,Mr.,3,19,n,digit
584,0,male,C,1,36,0,0,40.125,Mr.,3,12,o,digit
585,0,male,C,3,24,0,0,8.7125,Mr.,2,13,n,digit
586,1,female,S,1,18,0,2,79.65,Miss.,2,11,E,digit
587,0,male,S,2,47,0,0,15,Mr.,3,16,n,digit
588,1,male,C,1,60,1,1,79.2,Mr.,2,26,B,digit
589,0,male,S,3,22,0,0,8.05,Mr.,2,15,n,digit
590,0,male,S,3,45,0,0,8.05,Mr.,2,13,n,A/5
591,0,male,S,3,35,0,0,7.125,Mr.,2,14,n,STON/O 2
592,1,female,C,1,52,1,0,78.2667,Mrs.,4,23,D,digit
593,0,male,S,3,47,0,0,7.25,Mr.,3,19,n,A/5
594,0,female,Q,3,30.5,0,2,7.75,Miss.,2,10,n,digit
595,0,male,S,2,37,1,0,26,Mr.,3,16,n,other
596,0,male,S,3,36,1,1,24.15,Mr.,4,19,n,digit
597,1,female,S,2,27,0,0,33,Miss.,3,17,n,digit
598,0,male,S,3,49,0,0,0,Mr.,2,13,n,other
599,0,male,C,3,27,0,0,7.225,Mr.,2,11,n,digit
600,1,male,C,1,49,1,0,56.9292,Nobility,5,21,o,PC
601,1,female,S,2,24,2,1,27,Mrs.,4,21,n,digit
602,0,male,S,3,24,0,0,7.8958,Mr.,2,14,n,digit
603,0,male,S,1,28,0,0,42.4,Mr.,3,18,n,digit
604,0,male,S,3,44,0,0,8.05,Mr.,3,18,n,digit
605,1,male,C,1,35,0,0,26.55,Mr.,3,10,n,digit
606,0,male,S,3,36,1,0,15.55,Mr.,3,22,n,digit
607,0,male,S,3,30,0,0,7.8958,Mr.,2,11,n,digit
608,1,male,S,1,27,0,0,30.5,Mr.,3,20,n,digit
609,1,female,C,2,22,1,2,41.5792,Mrs.,3,13,n,other
610,1,female,S,1,40,0,0,153.4625,Miss.,3,16,C,PC
611,0,female,S,3,39,1,5,31.275,Mrs.,4,20,n,digit
612,0,male,S,3,38,0,0,7.05,Mr.,3,14,n,SOTON/OQ
613,1,female,Q,3,2,1,0,15.5,Miss.,3,18,n,digit
614,0,male,Q,3,46,0,0,7.75,Mr.,2,10,n,digit
615,0,male,S,3,35,0,0,8.05,Mr.,3,24,n,digit
616,1,female,S,2,24,1,2,65,Miss.,2,11,n,digit
617,0,male,S,3,34,1,1,14.4,Mr.,3,18,n,digit
618,0,female,S,3,26,1,0,16.1,Mrs.,4,17,n,A/5
619,1,female,S,2,4,2,1,39,Miss.,3,18,o,digit
620,0,male,S,2,26,0,0,10.5,Mr.,2,13,n,digit
621,0,male,C,3,27,1,0,14.4542,Mr.,2,13,n,digit
622,1,male,S,1,42,1,0,52.5542,Mr.,4,20,D,digit
623,1,male,C,3,20,1,1,15.7417,Mr.,2,10,n,digit
624,0,male,S,3,21,0,0,7.8542,Mr.,3,20,n,digit
625,0,male,S,3,21,0,0,16.1,Mr.,4,19,n,digit
626,0,male,S,1,61,0,0,32.3208,Mr.,2,15,D,digit
627,0,male,Q,2,57,0,0,12.35,Rev.,3,22,n,digit
628,1,female,S,1,21,0,0,77.9583,Miss.,3,20,D,digit
629,0,male,S,3,26,0,0,7.8958,Mr.,2,19,n,digit
630,0,male,Q,3,14,0,0,7.7333,Mr.,3,17,n,digit
631,1,male,S,1,80,0,0,30,Mr.,4,28,o,digit
632,0,male,S,3,51,0,0,7.0542,Mr.,3,20,n,digit
633,1,male,C,1,32,0,0,30.5,Dr.,2,19,B,digit
634,0,male,S,1,62,0,0,0,Mr.,4,21,n,digit
635,0,female,S,3,9,3,2,27.9,Miss.,2,10,n,digit
636,1,female,S,2,28,0,0,13,Miss.,2,9,n,digit
637,0,male,S,3,32,0,0,7.925,Mr.,3,19,n,STON/O 2
638,0,male,S,2,31,1,1,26.25,Mr.,2,13,n,CA
639,0,female,S,3,41,0,5,39.6875,Mrs.,3,10,n,digit
640,0,male,S,3,20,1,0,16.1,Mr.,2,20,n,digit
641,0,male,S,3,20,0,0,7.8542,Mr.,3,15,n,digit
642,1,female,C,1,24,0,0,69.3,Miss.,2,12,B,PC
643,0,female,S,3,2,3,2,27.9,Miss.,3,20,n,digit
644,1,male,S,3,30,0,0,56.4958,Mr.,2,9,n,digit
645,1,female,C,3,0.75,2,1,19.2583,Miss.,2,14,n,digit
646,1,male,C,1,48,1,0,76.7292,Mr.,3,18,D,PC
647,0,male,S,3,19,0,0,7.8958,Mr.,2,11,n,digit
648,1,male,C,1,56,0,0,35.5,Military,3,27,o,digit
649,0,male,S,3,35,0,0,7.55,Mr.,2,12,n,SO/PP
650,1,female,S,3,23,0,0,7.55,Miss.,4,21,n,CA
651,0,male,S,3,35,0,0,7.8958,Mr.,2,11,n,digit
652,1,female,S,2,18,0,1,23,Miss.,2,11,n,digit
653,0,male,S,3,21,0,0,8.4333,Mr.,3,23,n,digit
654,1,female,Q,3,40,0,0,7.8292,Miss.,3,20,n,digit
655,0,female,Q,3,18,0,0,6.75,Miss.,3,19,n,digit
656,0,male,S,2,24,2,0,73.5,Mr.,3,18,n,SOC
657,0,male,S,3,45,0,0,7.8958,Mr.,2,15,n,digit
658,0,female,Q,3,32,1,1,15.5,Mrs.,3,10,n,digit
659,0,male,S,2,23,0,0,13,Mr.,3,21,n,digit
660,0,male,C,1,58,0,2,113.275,Mr.,3,19,D,digit
661,1,male,S,1,50,2,0,133.65,Dr.,3,22,n,PC
662,0,male,C,3,40,0,0,7.225,Mr.,2,11,n,digit
663,0,male,S,1,47,0,0,25.5875,Mr.,3,19,E,digit
664,0,male,S,3,36,0,0,7.4958,Mr.,2,10,n,digit
665,1,male,S,3,20,1,0,7.925,Mr.,3,20,n,STON/O 2
666,0,male,S,2,32,2,0,73.5,Mr.,2,12,n,SOC
667,0,male,S,2,25,0,0,13,Mr.,3,20,n,digit
668,0,male,S,3,24,0,0,7.775,Mr.,3,19,n,digit
669,0,male,S,3,43,0,0,8.05,Mr.,2,9,n,A/5
670,1,female,S,1,42,1,0,52,Mrs.,4,17,C,digit
671,1,female,S,2,40,1,1,39,Mrs.,5,25,n,digit
672,0,male,S,1,31,1,0,52,Mr.,2,16,B,other
673,0,male,S,2,70,0,0,10.5,Mr.,3,20,n,CA
674,1,male,S,2,31,0,0,13,Mr.,2,15,n,digit
675,0,male,S,2,34.5,0,0,0,Mr.,3,19,n,digit
676,0,male,S,3,18,0,0,7.775,Mr.,3,23,n,digit
677,0,male,S,3,24.5,0,0,8.05,Mr.,3,22,n,digit
678,1,female,S,3,18,0,0,9.8417,Miss.,3,14,n,digit
679,0,female,S,3,43,1,6,46.9,Mrs.,3,16,n,CA
680,1,male,C,1,36,0,1,512.3292,Mr.,4,26,B,PC
681,0,female,Q,3,21,0,0,8.1375,Miss.,2,11,n,digit
682,1,male,C,1,27,0,0,76.7292,Mr.,2,12,D,PC
683,0,male,S,3,20,0,0,9.225,Mr.,3,20,n,digit
684,0,male,S,3,14,5,2,46.9,Mr.,3,20,n,CA
685,0,male,S,2,60,1,1,39,Mr.,4,25,n,digit
686,0,male,C,2,25,1,2,41.5792,Mr.,4,30,n,other
687,0,male,S,3,14,4,1,39.6875,Mr.,3,17,n,digit
688,0,male,S,3,19,0,0,10.1708,Mr.,2,11,n,digit
689,0,male,S,3,18,0,0,7.7958,Mr.,3,24,n,digit
690,1,female,S,1,15,0,1,211.3375,Miss.,3,24,B,digit
691,1,male,S,1,31,1,0,57,Mr.,3,16,B,digit
692,1,female,C,3,4,0,1,13.4167,Miss.,2,10,n,digit
693,1,male,S,3,22,0,0,56.4958,Mr.,2,6,n,digit
694,0,male,C,3,25,0,0,7.225,Mr.,2,10,n,digit
695,0,male,S,1,60,0,0,26.55,Military,2,8,n,digit
696,0,male,S,2,52,0,0,13.5,Mr.,3,19,n,digit
697,0,male,S,3,44,0,0,8.05,Mr.,2,10,n,digit
698,1,female,Q,3,4,0,0,7.7333,Miss.,3,23,n,digit
699,0,male,C,1,49,1,1,110.8833,Mr.,3,17,C,digit
700,0,male,S,3,42,0,0,7.65,Mr.,5,31,o,digit
701,1,female,C,1,18,1,0,227.525,Mrs.,4,14,C,PC
702,1,male,S,1,35,0,0,26.2875,Mr.,3,25,E,PC
703,0,female,C,3,18,0,1,14.4542,Miss.,2,13,n,digit
704,0,male,Q,3,25,0,0,7.7417,Mr.,2,15,n,digit
705,0,male,S,3,26,1,0,7.8542,Mr.,3,16,n,digit
706,0,male,S,2,39,0,0,26,Mr.,4,17,n,digit
707,1,female,S,2,45,0,0,13.5,Mrs.,3,21,n,digit
708,1,male,S,1,42,0,0,26.2875,Mr.,3,26,E,PC
709,1,female,S,1,22,0,0,151.55,Miss.,2,12,n,digit
710,1,male,C,3,3,1,1,15.2458,Master.,4,19,n,digit
711,1,female,C,1,24,0,0,49.5042,Miss.,4,19,C,PC
712,0,male,S,1,62,0,0,26.55,Mr.,2,12,C,digit
713,1,male,S,1,48,1,0,52,Mr.,3,17,C,digit
714,0,male,S,3,29,0,0,9.4833,Mr.,3,19,n,digit
715,0,male,S,2,52,0,0,13,Mr.,2,15,n,digit
716,0,male,S,3,19,0,0,7.65,Mr.,5,33,o,digit
717,1,female,C,1,38,0,0,227.525,Miss.,3,20,C,PC
718,1,female,S,2,27,0,0,10.5,Miss.,4,25,E,digit
719,0,male,Q,3,33,0,0,15.5,Mr.,2,13,n,digit
720,0,male,S,3,33,0,0,7.775,Mr.,3,21,n,digit
721,1,female,S,2,6,0,1,33,Miss.,4,23,n,digit
722,0,male,S,3,17,1,0,7.0542,Mr.,3,18,n,digit
723,0,male,S,2,34,0,0,13,Mr.,3,21,n,digit
724,0,male,S,2,50,0,0,13,Mr.,3,16,n,digit
725,1,male,S,1,27,1,0,53.1,Mr.,3,22,E,digit
726,0,male,S,3,20,0,0,8.6625,Mr.,2,13,n,digit
727,1,female,S,2,30,3,0,21,Mrs.,4,16,n,digit
728,1,female,Q,3,17,0,0,7.7375,Miss.,2,16,n,digit
729,0,male,S,2,25,1,0,26,Mr.,4,23,n,digit
730,0,female,S,3,25,1,0,7.925,Miss.,3,20,n,STON/O2
731,1,female,S,1,29,0,0,211.3375,Miss.,3,20,B,digit
732,0,male,C,3,11,0,0,18.7875,Mr.,4,16,n,digit
733,0,male,S,2,34.5,0,0,0,Mr.,3,13,n,digit
734,0,male,S,2,23,0,0,13,Mr.,3,19,n,digit
735,0,male,S,2,23,0,0,13,Mr.,3,21,n,digit
736,0,male,S,3,28.5,0,0,16.1,Mr.,2,14,n,digit
737,0,female,S,3,48,1,3,34.375,Mrs.,3,10,n,W/C
738,1,male,C,1,35,0,0,512.3292,Mr.,3,15,B,PC
739,0,male,S,3,35,0,0,7.8958,Mr.,2,12,n,digit
740,0,male,S,3,25,0,0,7.8958,Mr.,2,12,n,digit
741,1,male,S,1,36,0,0,30,Mr.,3,20,D,digit
742,0,male,S,1,36,1,0,78.85,Mr.,3,22,C,digit
743,1,female,C,1,21,2,2,262.375,Miss.,4,27,B,PC
744,0,male,S,3,24,1,0,16.1,Mr.,2,11,n,digit
745,1,male,S,3,31,0,0,7.925,Mr.,2,12,n,STON/O 2
746,0,male,S,1,70,1,1,71,Military,3,19,B,other
747,0,male,S,3,16,1,1,20.25,Mr.,3,20,n,CA
748,1,female,S,2,30,0,0,13,Miss.,2,13,n,digit
749,0,male,S,1,19,1,0,53.1,Mr.,3,18,D,digit
750,0,male,Q,3,31,0,0,7.75,Mr.,2,17,n,digit
751,1,female,S,2,4,1,1,23,Miss.,2,9,n,digit
752,1,male,S,3,6,0,1,12.475,Master.,2,9,E,digit
753,0,male,S,3,33,0,0,9.5,Mr.,4,24,n,digit
754,0,male,S,3,23,0,0,7.8958,Mr.,2,12,n,digit
755,1,female,S,2,48,1,2,65,Mrs.,3,12,n,digit
756,1,male,S,2,0.67,1,1,14.5,Master.,2,15,n,digit
757,0,male,S,3,28,0,0,7.7958,Mr.,3,21,n,digit
758,0,male,S,2,18,0,0,11.5,Mr.,3,17,n,digit
759,0,male,S,3,34,0,0,8.05,Mr.,3,21,n,digit
760,1,female,S,1,33,0,0,86.5,Nobility,4,11,B,digit
761,0,male,S,3,30,0,0,14.5,Mr.,2,12,n,digit
762,0,male,S,3,41,0,0,7.125,Mr.,4,22,n,other
763,1,male,C,3,20,0,0,7.2292,Mr.,3,14,n,digit
764,1,female,S,1,36,1,2,120,Mrs.,4,19,B,digit
765,0,male,S,3,16,0,0,7.775,Mr.,3,15,n,digit
766,1,female,S,1,51,1,0,77.9583,Mrs.,4,13,D,digit
767,0,male,C,1,44,0,0,39.6,Dr.,3,18,n,digit
768,0,female,Q,3,30.5,0,0,7.75,Miss.,2,10,n,digit
769,0,male,Q,3,30,1,0,24.15,Mr.,3,12,n,digit
770,0,male,S,3,32,0,0,8.3625,Mr.,3,25,n,digit
771,0,male,S,3,24,0,0,9.5,Mr.,3,15,n,digit
772,0,male,S,3,48,0,0,7.8542,Mr.,3,16,n,digit
773,0,female,S,2,57,0,0,10.5,Mrs.,2,4,E,SO/PP
774,0,male,C,3,27,0,0,7.225,Mr.,2,9,n,digit
775,1,female,S,2,54,1,3,23,Mrs.,3,16,n,digit
776,0,male,S,3,18,0,0,7.75,Mr.,5,30,n,digit
777,0,male,Q,3,29,0,0,7.75,Mr.,2,10,o,digit
778,1,female,S,3,5,0,0,12.475,Miss.,3,20,n,digit
779,0,male,Q,3,19,0,0,7.7375,Mr.,3,16,n,digit
780,1,female,S,1,43,0,1,211.3375,Mrs.,4,17,B,digit
781,1,female,C,3,13,0,0,7.2292,Miss.,2,12,n,digit
782,1,female,S,1,17,1,0,57,Mrs.,4,16,B,digit
783,0,male,S,1,29,0,0,30,Mr.,3,15,D,digit
784,0,male,S,3,21,1,2,23.45,Mr.,3,15,n,W/C
785,0,male,S,3,25,0,0,7.05,Mr.,2,10,n,SOTON/OQ
786,0,male,S,3,25,0,0,7.25,Mr.,3,13,n,digit
787,1,female,S,3,18,0,0,7.4958,Miss.,3,16,n,digit
788,0,male,Q,3,8,4,1,29.125,Master.,3,14,n,digit
789,1,male,S,3,1,1,2,20.575,Master.,3,15,n,CA
790,0,male,C,1,46,0,0,79.2,Mr.,2,18,B,PC
791,0,male,Q,3,19,0,0,7.75,Mr.,3,17,n,digit
792,0,male,S,2,16,0,0,26,Mr.,2,13,n,digit
793,0,female,S,3,8,8,2,69.55,Miss.,3,14,n,CA
794,0,male,C,1,45,0,0,30.6958,Mr.,3,17,n,PC
795,0,male,S,3,25,0,0,7.8958,Mr.,2,15,n,digit
796,0,male,S,2,39,0,0,13,Mr.,2,12,n,digit
797,1,female,S,1,49,0,0,25.9292,Dr.,3,11,D,digit
798,1,female,S,3,31,0,0,8.6833,Mrs.,2,9,n,digit
799,0,male,C,3,30,0,0,7.2292,Mr.,3,21,n,digit
800,0,female,S,3,30,1,1,24.15,Mrs.,5,19,n,digit
801,0,male,S,2,34,0,0,13,Mr.,2,14,n,digit
802,1,female,S,2,31,1,1,26.25,Mrs.,3,13,n,CA
803,1,male,S,1,11,1,2,120,Master.,4,23,B,digit
804,1,male,C,3,0.42,0,1,8.5167,Master.,3,20,n,digit
805,1,male,S,3,27,0,0,6.975,Mr.,3,16,n,digit
806,0,male,S,3,31,0,0,7.775,Mr.,3,18,n,digit
